title,article,published,article_id,question_1,question_2
Arbetslivets beredskap ska stärkas: ”Ordentlig översyn”,"Sveriges totalförsvar ses över och nu tillsätter regeringen en utredning för att stärka beredskapen i arbetslivet, enligt ett pressmeddelande.– Den nya lagstiftningen ska innebära att arbetsrätten snabbt kan anpassas efter särskilda omständigheter, säger arbetsmarknadsminister Eva Nordmark (S) och menar att det rör sig om ”en ordentlig översyn”.Särskilda omständigheter gäller vid exempelvis krig eller annan höjd beredskap. Då kan det bli aktuellt att förlänga arbetstiden för viktiga samhällsfunktioner, såsom transport och sjukvård.– Det är också möjligt att reglera semesterdagar, till exempel att man inte kan ta semester på vanligt vis om det är krig, säger Mika Metso, politiskt sakkunnig hos arbetsmarknadsministern, till TT.",2022-07-02T12:40:41Z,7dezQ9,Vilka särskilda omständigheter kan leda till att arbetstiden förlängs för viktiga samhällsfunktioner enligt den nya lagstiftningen?,Kan man ta semester på vanligt vis om det är krig enligt den nya lagstiftningen som regeringen tillsätter?
Underrättelse: Ryssland vill nå framgångar före 9 maj,"Rysslands mål är sannolikt att åstadkomma tydliga framgångar i Ukraina inför det årliga firandet av Segerdagen den 9 maj. Det skriver det brittiska försvarsdepartementet i sin underrättelserapport på torsdagsmorgonen.”Detta kan påverka hur snabbt och kraftfullt de försöker genomföra insatser”, skriver britterna.Segerdagen, som markerar Tysklands kapitulation och slutet på andra världskriget, är en viktig högtid i Ryssland. En sovjetisk segerfana hissades då i Berlin och den fanan har sedan dess blivit en viktig symbol för ryssarna. Propagandavideor som sprids online visar hur samma flagga har hissats i flera städer i Ukraina, skriver CNN.Två europeiska källor säger till den amerikanska nyhetskanalen att Ryssland känner press att åstadkomma någon sorts framgång innan firandet den 9 maj, då en militärparad rullar genom Moskva och Vladimir Putin håller tal.",2022-04-21T06:02:20Z,v57joV,Varför vill Ryssland åstadkomma tydliga framgångar i Ukraina innan firandet av Segerdagen?,Vad är Segerdagen och varför är den viktig för Ryssland?
Zelenskyj hyllar brittiska stödet: ”Riktiga vänner”,"Den ukrainske presidenten Volodymyr Zelenskyj hyllade Storbritannien för hur landet tagit en ledande roll för att stötta Ukraina under kriget, när den brittiske försvarsministern Ben Wallace på fredagen besökte Kyiv. Det rapporterar Reuters. – Kriget visar vilka som är våra vänner, inte bara strategiska vänner utan riktiga vänner, sa Zelenskyj.I ett uttalande skriver det brittiska försvarsdepartementet att Wallace besökte Kyiv för att få en bild av hur striderna fortlöper och vilka behov den ukrainska armen har, skriver The Guardian. ”Det kommer att säkerställa att det fortsatta brittiska stödet utvecklas för att möta behoven på marken”, står det vidare.",2022-06-10T14:31:08Z,G3WMRQ,Vad hyllade den ukrainske presidenten Storbritannien för när den brittiske försvarsministern besökte Kyiv?,Varför besökte den brittiske försvarsministern Kyiv enligt det brittiska försvarsdepartementet?
Ukraina anklagar Ryssland för falska bombhot,"Ukraina uppger på fredagen att landet utsatts för en rad falska bombhot de senaste dagarna, rapporterar TT. De beskyller Ryssland för att ligga bakom.”Det uppenbara målet för angriparlandets specialstyrkor är att sätta ytterligare press på Ukraina, att ge upphov till oro och panik i samhället”, skriver den ukrainska säkerhetstjänsten i ett uttalande.Ukraina har tidigare anklagat Ryssland för att ligga bakom den storskaliga cyberattacken mot ukrainska myndigheter förra veckan.",2022-01-21T15:29:54Z,ALWkvj,Vad anklagar Ukraina Ryssland för när det gäller de senaste dagarnas händelser?,Vad har Ukraina tidigare anklagat Ryssland för enligt artikeln?
SEB: Uppemot hälften av inflationen en krigseffekt,"Rysslands krig i Ukraina har gått hårt åt världsekonomins alla lager och skikt, även i Sverige. Det går inte att tvärsäkert slå fast vad kriget har kostat hushållen, men grovt räknat summeras de privatekonomiska konsekvenserna till ett antal tusenlappar mindre för svenskarna att röra sig med per månad. Det säger SEB:s chefsekonom Jens Magnusson till TT.Mellan en tredjedel och hälften av dagens inflationstakt på drygt 10 procent beräknas enligt SEB vara en krigseffekt.Swedbank tror att krigseffekten är större än så, medan Handelsbanken snarare tror att både SEB och Swedbank tar i för mycket. ",2023-02-25T08:22:29Z,l3JvW3,Vad har Rysslands krig i Ukraina kostat hushållen i Sverige enligt SEB:s chefsekonom?,Hur mycket av dagens inflationstakt beräknas vara en krigseffekt enligt SEB?
EU förlänger ryska sanktioner med ett halvår,"EU förlänger sanktionerna mot Ryssland med sex månader, fram till den 31 juli i år. Det beslutade Europeiska rådet på fredagen, enligt ett pressmeddelande. Enligt nyhetsbyrån Direkt har sanktionerna rutinmässigt förlängts var sjätte månad efter den ryska annekteringen av Krym 2014. Sedan dess har sanktionerna också utökats, framför allt efter invasionen i februari i fjol. ",2023-01-27T16:11:43Z,GMjw29,Hur länge förlänger EU sanktionerna mot Ryssland?,Varför infördes sanktionerna mot Ryssland 2014 och varför har de utökats sedan dess?
Ryssland har tagit Ukrainas näst största kraftverk,"Ryska trupper har intagit det näst största kraftverket i Ukraina – kolkraftverket Vuhlehirsk i Donetsk, rapporterar Sky News.– De åstadkom en liten teknisk framgång, säger president Zelenskyjs rådgivare Oleksij Arestovytj i en videointervju.Även ryskstödda separatiststyrkor i Donetsk uppger att man intagit kraftverket från Sovjettiden, som sägs vara intakt.",2022-07-28T03:28:47Z,47y8gE,Vilket kraftverk har ryska trupper intagit i Ukraina enligt Sky News?,Vad säger president Zelenskyjs rådgivare om intagandet av kraftverket?
Minoriteter decimeras när Ryssland plockar soldater,"Den mobilisering som ryske presidenten Vladimir Putin beordrat kan ses som ”etnisk rensning” av landets minoriteter. Det säger Oxfordprofessorn Samuel Ramani till The Diplomat och pekar på att urvalet tycks vara särskilt skoningslöst när det kommer till Rysslands asiatiska folkgrupper. Ett stadigt flöde av soldater till fronten har inneburit ett lika stadigt flöde av kistor tillbaka, till exempel för Burjatien som är en av landets fattigaste regioner. På så sätt är mobiliseringen en fortsättning på en lång tradition av rysk kolonisering, skriver tidningen. Men i takt med krigets utveckling har motståndet ökat.",2022-10-20T05:00:00Z,zEEkxb,Vad menar Oxfordprofessorn Samuel Ramani om den mobilisering som ryske presidenten Vladimir Putin beordrat?,Varför är mobiliseringen en fortsättning på en lång tradition av rysk kolonisering enligt The Diplomat?
Brittisk rapport: Ukrainsk framgång i Svarta havet – använt robot från väst,"Ukrainska styrkor har rapporterat sin första framgångsrika insats med sjömålsroboten Harpoon som donerats av väst, enligt den senaste rapporten från brittiska försvarsdepartementen.Målet för attacken den 17 juni var med största sannolikhet den ryska bogserbåten Spasatel Vasily Bekh, som levererade vapen och personal till Ormön i nordvästra Svarta havet, enligt rapporten. Detta är det senaste i raden av ryska fartyg, inklusive robotkryssaren Moskva, som skadats eller förstörts av Ukraina under kriget.”Det ukrainska kustförsvaret har till stor del neutraliserat Rysslands förmåga att etablera sjökontroll i nordvästra Svarta havet”, kan man läsa. ",2022-06-21T06:50:39Z,MLV880,Vad var målet för Ukrainas attack med sjömålsroboten Harpoon enligt den senaste rapporten från brittiska försvarsdepartementen?,Vad har det ukrainska kustförsvaret till stor del neutraliserat enligt rapporten?
Sievjerodonetsk kan vara i ryskt grepp ”inom veckor”,"Läget i staden Sievjerodonetsk ser dystert ut för Ukraina. Det säger Ilmari Käihkö, universitetslektor i krigsvetenskap vid Försvarshögskolan, till SVT Nyheter.Broar har förstörts vilket försvårar förstärkningar och Ryssland tycks trappa upp militärt med reservister. Kontroll över staden betyder att Ryssland kan utropa sig till vinnare i Luhansk, menar han.– Putin skulle använda det som en politisk vinst – han behöver något att visa när kriget verkligen inte gått så bra som han i början hoppades, säger Käihkö.Den Washingtonbaserade tankesmedjan ISW tror att Sievjerodonetsk kan falla i ryska händer inom några veckor. Men priset för ryssarna kan bli högt med stora förluster och utrustning som slits ut.",2022-06-19T11:50:47Z,G3VOB9,Vad skulle det innebära för Ryssland att ta kontroll över staden Sievjerodonetsk?,Varför tror Ilmari Käihkö att Putin behöver något att visa när kriget inte har gått så bra som han hoppades?
Analyser: Obehaglig miss – inflationstoppen inte nådd,"Dagens inflationsutfall innebar en obehaglig prognosmiss, både för analytiker och för Riksbanken. DI:s Nils Åkesson skriver att ingen borde vara förvånad efter företagens varningar om prishöjningar.Vidare skriver han att Riksbankens argument för att just Sverige skulle komma undan inflationen var tunna och att det vi ser nu är en ”ketchupeffekt”, att priserna stiger till följd av saker som inträffade i fjol. Därför bör Riksbanken höja räntan tidigare, inte minst för att förhindra att att den kommande avtalsrörelsen blir inflationsdrivande, menar Åkesson.Även DN:s Carl Johan von Seth betonar kopplingen mellan inflationen och svenskarnas löner. Att inflationen nu stiger samtidigt som lönerna släpar efter ”innebär att vi kommer att få se en kännbar sänkning av levnadsstandarden i år”.Dessutom påpekar von Seth att februariinflationens data samlades in före ryska invasionen av Ukraina.”Inflationen har alltså inte nått sin topp ännu”, avslutar han.",2022-03-14T10:50:57Z,a7xjQ5,Varför menar Nils Åkesson att Riksbanken bör höja räntan tidigare?,Vilken koppling gör DN:s Carl Johan von Seth mellan inflationen och svenskarnas löner?
Expert: Ukrainska linjen skapar viss irritation,"Enligt Polen, USA och Nato tyder bevisen på att det var en ukrainsk försvarsrobot som landade i Polen och dödade två personer i tisdags – men Ukraina nekar, och hävdar att den var rysk.Den linjen har skapat viss irritation i omvärlden, säger Ilmari Käihkö, krigsvetare vid Försvarshögskolan, till P3 Nyheter.– Väst har ju ett mål om att vi vill hålla oss utanför det här kriget, och när Zelenskyj nu pratar om att det här är ett ryskt anfall mot kollektiv säkerhet strider det mot västs och Natos vilja att tona ner.Ukraina vill ha ökat stöd och skulle gynnas av upptrappad Natoaktivitet, men linjen om roboten riskerar att missgynna deras sak, enligt Käihkö.Han tror inte att det är sista gången något liknande händer – bara häromveckan slog en rysk robot ner på moldavisk mark.",2022-11-17T12:46:24Z,wAr0MG,"Varför riskerar Ukrainas linje om roboten att missgynna deras sak, enligt Ilmari Käihkö?",Vad säger Ilmari Käihkö om västs mål att hålla sig utanför kriget?
Ryssland uppges lida brist på robotar: ”Improviserar”,"Trots gårdagens bombräd över Ukraina gör ihärdiga rykten gällande att Ryssland börjar få slut på robotar, rapporterar Sky News. Försvarsanalytikern Michael Clarke säger att ryktena tagit fart på grund av Rysslands okonventionella och improviserade användning av sina robotar.– Vi har sett sjömålsrobotar som träffat byggnader […] Vi har sett luftvärnsrobotar, som ska användas mot stridsflyg, användas mot markmål.Michael Clarke säger att han är säker på att Ryssland skulle använda fler robotar om landets lager var större. Den förmodade bristen beror på att landet, till följd av omvärldens sanktioner, verkar börja få slut på nödvändiga komponenter till robotarna, tillägger han.I en radiointervju i BBC på tisdagsmorgonen säger brittiske spionchefen Jeremy Fleming att Ryssland ”troligtvis börjar få slut på krigsmateriel” och ”säkerligen börjar få slut på vänner”.",2022-10-11T08:39:31Z,q1W59e,Varför tror försvarsanalytikern Michael Clarke att Ryssland börjar få slut på robotar?,Vad säger brittiske spionchefen Jeremy Fleming om Rysslands krigsmateriel?
Många oligarkbolag slipper sanktioner i USA – anses för viktiga,"Med sträng ton deklarerade president Joe Biden i början av mars att USA skulle ta i med hårdhandskarna mot de ryska oligarker som skapat sig förmögenheter tack vare sina relationer till Vladimir Putin. Men riktigt så jobbigt har man inte gjort det för oligarkerna, skriver The Wall Street Journal. Man har beslagtagit lyxjakter, privatflygplan och fryst privata konton och en del av företagen. Samtidigt forsätter många av oligarkernas företag att handla fritt med USA. Flera av dessa bolag bedöms vara så viktiga för USA:s ekonomi och finansmarknad att man väljer att se mellan fingrarna, skriver WSJ.",2022-04-01T05:00:00Z,y4j7R2,Vad har USA gjort för att ta i med hårdhandskarna mot ryska oligarker?,Varför väljer USA att se mellan fingrarna när det gäller vissa av oligarkernas företag?
Ukraina: Ryska trupper styrs om till Sievjerodonetsk,"Ryssland skickar stora mängder soldater från andra delar av Ukraina till Sievjerodonetsk för att försöka ta kontroll över staden, säger Luhanskprovinsens guvernör Serhij Hajdaj i nationell tv enligt Reuters.– (Förr eller senare) kommer de att skicka in alla de har, för det är så många av dem där redan, de har nått kritisk massa.Enligt Hajdaj kontrollerar ryssarna det mesta av, men inte hela, staden.Uppgifterna har inte bekräftats av oberoende källor.",2022-06-18T16:53:28Z,7drVlK,Vad säger Luhanskprovinsens guvernör Serhij Hajdaj om Rysslands militära närvaro i Sievjerodonetsk?,Är uppgifterna om Rysslands skickande av soldater till Sievjerodonetsk bekräftade av oberoende källor?
